@relation 'final_des3 - Copy-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last_predicted'

@attribute DATE {Weekday,Weekends}
@attribute TIME {Night,Evening,Mid_Night,Early_Morning,Afternoon,Morning,Noon}
@attribute Road_type {Road,highway}
@attribute ENVIRONMENT {'01 - Clear','05 - Drifting Snow','03 - Snow','02 - Rain','04 - Freezing Rain','07 - Fog/mist/smoke/dust','06 - Strong wind','00 - Unknown'}
@attribute LIGHT {'07 - Dark','01 - Daylight','05 - Dusk','03 - Dawn','00 - Unknown'}
@attribute SURFACE_CONDITION {'01 - Dry','06 - Ice','02 - Wet','04 - Slush','03 - Loose snow','05 - Packed snow','00 - Unknown','99 - Other','08 - Loose sand or gravel','07 - Mud','09 - Spilled liquid'}
@attribute TRAFFIC_CONTROL {'10 - No control','02 - Stop sign','01 - Traffic signal','03 - Yield sign','07 - School bus','09 - Traffic controller','11 - Roundabout','08 - Traffic gate',Unknown}
@attribute 'prediction margin' numeric
@attribute 'predicted COLLISION_CLASSIFICATION' {Injury,'P.D. only'}
@attribute COLLISION_CLASSIFICATION {Injury,'P.D. only'}
@attribute IMPACT_TYPE {'02 - Angle','01 - Approaching','06 - SMV unattended vehicle','03 - Rear end','07 - SMV other','04 - Sideswipe','05 - Turning movement','99 - Other'}
@attribute Location {Ottawa_west,Ottawa_south,downtown,Ottawa_east,mid_town}
@attribute NO_OF_PEDESTRIANS {0,1,2,4}

@data
Weekday,Mid_Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.917098,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.381817,'P.D. only','P.D. only','02 - Angle',Ottawa_south,0
Weekday,Noon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal',0.833323,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Mid_Night,highway,'01 - Clear','07 - Dark','06 - Ice','10 - No control',0.714278,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.639639,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'04 - Freezing Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.829785,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Noon,highway,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.656565,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.6923,'P.D. only','P.D. only','06 - SMV unattended vehicle',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.574073,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.652172,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Afternoon,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.777765,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.806448,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,highway,'05 - Drifting Snow','05 - Dusk','03 - Loose snow','10 - No control',0.781816,'P.D. only','P.D. only','07 - SMV other',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control',0.529411,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.521737,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.795916,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.6129,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999987,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Mid_Night,Road,'05 - Drifting Snow','07 - Dark','03 - Loose snow','10 - No control',0.928567,'P.D. only','P.D. only','99 - Other',downtown,0
Weekday,Noon,Road,'03 - Snow','01 - Daylight','02 - Wet','01 - Traffic signal',0.571423,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.333329,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.85185,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','01 - Traffic signal',0.999991,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Night,highway,'01 - Clear','05 - Dusk','01 - Dry','10 - No control',0.583332,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control',0.741175,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.555547,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Noon,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.454542,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.818178,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999984,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_west,0
Weekends,Noon,highway,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.749998,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.333332,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.608695,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.359999,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.199997,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.935479,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','02 - Stop sign',0.473681,'P.D. only','P.D. only','99 - Other',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.846144,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','02 - Wet','02 - Stop sign',0.609754,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','02 - Wet','01 - Traffic signal',0.657893,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Mid_Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control',0.919995,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.404761,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Afternoon,highway,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.526314,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekends,Mid_Night,Road,'00 - Unknown','07 - Dark','00 - Unknown','10 - No control',0.874992,'P.D. only','P.D. only','06 - SMV unattended vehicle',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.447368,'P.D. only','P.D. only','05 - Turning movement',Ottawa_south,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.67647,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Mid_Night,Road,'02 - Rain','07 - Dark','02 - Wet','10 - No control',0.647053,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekends,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.611109,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.636355,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_east,0
Weekday,Noon,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.636363,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Noon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','03 - Yield sign',0.624999,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.6129,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Early_Morning,Road,'02 - Rain','07 - Dark','02 - Wet','10 - No control',0.466662,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.090908,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','00 - Unknown','01 - Dry','10 - No control',0.999997,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_west,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.999982,'P.D. only','P.D. only','02 - Angle',Ottawa_west,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.272725,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekends,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.777765,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_west,0
Weekday,Noon,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.636362,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.65714,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.629626,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.666659,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','02 - Stop sign',0.384611,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Mid_Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','01 - Traffic signal',0.767439,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',-0.333328,Injury,'P.D. only','05 - Turning movement',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.454542,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.999987,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.708331,'P.D. only','P.D. only','01 - Approaching',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.285711,'P.D. only','P.D. only','02 - Angle',Ottawa_west,0
Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.866658,'P.D. only','P.D. only','06 - SMV unattended vehicle',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','03 - Loose snow','10 - No control',0.999985,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_east,0
Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.85714,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control',0.599994,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekends,Night,Road,'05 - Drifting Snow','05 - Dusk','04 - Slush','01 - Traffic signal',0.731958,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Morning,highway,'01 - Clear','03 - Dawn','01 - Dry','10 - No control',0.818171,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.454542,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Mid_Night,Road,'03 - Snow','00 - Unknown','05 - Packed snow','10 - No control',0.999982,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','10 - No control',0.999979,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Noon,Road,'05 - Drifting Snow','07 - Dark','06 - Ice','01 - Traffic signal',0.538459,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','07 - Dark','06 - Ice','01 - Traffic signal',0.849997,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.999982,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Night,highway,'01 - Clear','01 - Daylight','00 - Unknown','10 - No control',0.65432,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','05 - Dusk','06 - Ice','10 - No control',0.727268,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','02 - Wet','02 - Stop sign',0.499991,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Morning,highway,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.547168,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.407405,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.319148,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.555547,'P.D. only','P.D. only','99 - Other',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.574073,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Mid_Night,Road,'02 - Rain','07 - Dark','02 - Wet','10 - No control',0.571423,'P.D. only','P.D. only','07 - SMV other',Ottawa_east,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.777774,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Noon,Road,'01 - Clear','03 - Dawn','02 - Wet','01 - Traffic signal',0.571426,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.263156,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.529409,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.636355,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekends,Noon,highway,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control',0.826082,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','03 - Loose snow','01 - Traffic signal',0.857134,'P.D. only','P.D. only','03 - Rear end',Ottawa_south,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.749986,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_east,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control',0.999979,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.882345,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Noon,Road,'03 - Snow','01 - Daylight','04 - Slush','10 - No control',0.835615,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.571423,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.545454,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','05 - Dusk','02 - Wet','01 - Traffic signal',0.839995,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','02 - Wet','10 - No control',0.851847,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.307691,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Noon,Road,'05 - Drifting Snow','01 - Daylight','03 - Loose snow','10 - No control',0.650792,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.478258,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.605633,'P.D. only','P.D. only','02 - Angle',Ottawa_west,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.359998,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.529409,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.82222,'P.D. only','P.D. only','01 - Approaching',Ottawa_south,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.333331,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.290909,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.757572,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.374997,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','02 - Wet','02 - Stop sign',0.714271,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Noon,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.454542,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.658535,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.599999,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.428562,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','03 - Yield sign',0.813951,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.695906,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Evening,Road,'00 - Unknown','01 - Daylight','00 - Unknown','10 - No control',0.820894,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.888885,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.374997,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.333328,'P.D. only','P.D. only','02 - Angle',Ottawa_east,0
Weekends,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.599991,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.586204,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','06 - Ice','02 - Stop sign',0.560974,'P.D. only','P.D. only','99 - Other',Ottawa_east,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.594202,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.919995,'P.D. only','P.D. only','05 - Turning movement',Ottawa_west,0
Weekday,Mid_Night,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.11111,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.51181,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.636362,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','05 - Packed snow','10 - No control',0.964283,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','02 - Wet','02 - Stop sign',0.354837,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Evening,Road,'03 - Snow','01 - Daylight','02 - Wet','10 - No control',0.919995,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.504761,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.818176,'P.D. only','P.D. only','07 - SMV other',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.628318,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.571428,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.999985,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.272726,'P.D. only','P.D. only','05 - Turning movement',Ottawa_east,0
Weekends,Evening,Road,'03 - Snow','01 - Daylight','06 - Ice','10 - No control',0.704916,'P.D. only','P.D. only','03 - Rear end',Ottawa_south,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.628318,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.33333,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.612903,'P.D. only','P.D. only','99 - Other',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','02 - Stop sign',0.506493,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.999988,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_west,0
Weekday,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.736839,'P.D. only','P.D. only','06 - SMV unattended vehicle',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.721211,'P.D. only','P.D. only','01 - Approaching',mid_town,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.861109,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_east,0
Weekends,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.999984,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_east,0
Weekday,Mid_Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control',0.882345,'P.D. only','P.D. only','01 - Approaching',mid_town,0
Weekday,Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control',0.909085,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.526315,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','01 - Traffic signal',0.777765,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekends,Morning,Road,'01 - Clear','07 - Dark','04 - Slush','01 - Traffic signal',0.439997,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.696793,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','03 - Loose snow','10 - No control',0.999994,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.999982,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.999987,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Mid_Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control',0.826082,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Evening,Road,'06 - Strong wind','01 - Daylight','02 - Wet','10 - No control',0.680671,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.395833,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control',0.744679,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.937496,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control',0.721518,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.888885,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Afternoon,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.652173,'P.D. only','P.D. only','03 - Rear end',mid_town,0
