@relation 'final_des3 - Copy-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last_predicted'

@attribute DATE {Weekday,Weekends}
@attribute TIME {Night,Evening,Mid_Night,Early_Morning,Afternoon,Morning,Noon}
@attribute Road_type {Road,highway}
@attribute ENVIRONMENT {'01 - Clear','05 - Drifting Snow','03 - Snow','02 - Rain','04 - Freezing Rain','07 - Fog/mist/smoke/dust','06 - Strong wind','00 - Unknown'}
@attribute LIGHT {'07 - Dark','01 - Daylight','05 - Dusk','03 - Dawn','00 - Unknown'}
@attribute SURFACE_CONDITION {'01 - Dry','06 - Ice','02 - Wet','04 - Slush','03 - Loose snow','05 - Packed snow','00 - Unknown','99 - Other','08 - Loose sand or gravel','07 - Mud','09 - Spilled liquid'}
@attribute TRAFFIC_CONTROL {'10 - No control','02 - Stop sign','01 - Traffic signal','03 - Yield sign','07 - School bus','09 - Traffic controller','11 - Roundabout','08 - Traffic gate',Unknown}
@attribute 'prediction margin' numeric
@attribute 'predicted COLLISION_CLASSIFICATION' {Injury,'P.D. only'}
@attribute COLLISION_CLASSIFICATION {Injury,'P.D. only'}
@attribute IMPACT_TYPE {'02 - Angle','01 - Approaching','06 - SMV unattended vehicle','03 - Rear end','07 - SMV other','04 - Sideswipe','05 - Turning movement','99 - Other'}
@attribute Location {Ottawa_west,Ottawa_south,downtown,Ottawa_east,mid_town}
@attribute NO_OF_PEDESTRIANS {0,1,2,4}

@data
Weekends,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control',0.777775,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.578943,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekends,Noon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.941172,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_east,0
Weekday,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.882345,'P.D. only','P.D. only','02 - Angle',Ottawa_east,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999985,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','06 - Ice','10 - No control',0.249995,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.428562,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.731342,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,highway,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.783131,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.636355,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.555547,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.799988,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.999979,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Evening,Road,'02 - Rain','01 - Daylight','01 - Dry','01 - Traffic signal',0.142854,'P.D. only','P.D. only','05 - Turning movement',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','07 - Dark','01 - Dry','02 - Stop sign',0.698111,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Mid_Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.405404,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekends,Afternoon,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.641023,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','01 - Traffic signal',0.999982,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_west,0
Weekday,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','02 - Stop sign',0.749986,'P.D. only','P.D. only','99 - Other',downtown,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.709676,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.647053,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','05 - Packed snow','03 - Yield sign',0.562499,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.59292,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.578946,'P.D. only','P.D. only','03 - Rear end',Ottawa_south,0
Weekends,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.999988,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','03 - Loose snow','10 - No control',0.718308,'P.D. only','P.D. only','02 - Angle',Ottawa_east,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.777771,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','06 - Ice','01 - Traffic signal',0.361701,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','03 - Loose snow','10 - No control',0.99999,'P.D. only','P.D. only','06 - SMV unattended vehicle',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.649122,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,Road,'03 - Snow','01 - Daylight','06 - Ice','01 - Traffic signal',0.687497,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.623528,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','06 - Ice','10 - No control',0.448274,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.529407,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Noon,Road,'03 - Snow','07 - Dark','06 - Ice','10 - No control',0.795916,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.769226,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.684208,'P.D. only','P.D. only','01 - Approaching',downtown,0
Weekends,Mid_Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','01 - Traffic signal',0.666659,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.714271,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.818178,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_west,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.683453,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Noon,Road,'03 - Snow','01 - Daylight','04 - Slush','10 - No control',0.866662,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_south,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.866658,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.393938,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.517239,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.749999,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.555547,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',-0.142854,Injury,'P.D. only','02 - Angle',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.59292,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.272725,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.535713,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.272724,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','00 - Unknown','01 - Dry','10 - No control',0.999993,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.747368,'P.D. only','P.D. only','99 - Other',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','02 - Wet','02 - Stop sign',0.384611,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.607141,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.642856,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.769226,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.677416,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.764699,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekends,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.515149,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.999991,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.853655,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','04 - Slush','10 - No control',0.57377,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','05 - Packed snow','01 - Traffic signal',0.614379,'P.D. only','P.D. only','99 - Other',mid_town,0
Weekday,Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','01 - Traffic signal',0.891888,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.499997,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.272724,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.587131,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Night,Road,'01 - Clear','05 - Dusk','05 - Packed snow','02 - Stop sign',0.575755,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekday,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.707315,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.683453,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.854543,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_south,0
Weekday,Afternoon,highway,'01 - Clear','01 - Daylight','01 - Dry','03 - Yield sign',0.999989,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'02 - Rain','05 - Dusk','02 - Wet','02 - Stop sign',0.607841,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.749986,'P.D. only','P.D. only','02 - Angle',Ottawa_south,0
Weekends,Mid_Night,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.758619,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.649122,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Noon,Road,'00 - Unknown','01 - Daylight','06 - Ice','10 - No control',0.399994,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.888885,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.999982,'P.D. only','P.D. only','02 - Angle',Ottawa_west,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.636359,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.666659,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.66474,'P.D. only','P.D. only','99 - Other',downtown,0
Weekends,Early_Morning,highway,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control',0.749986,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','02 - Stop sign',0.714271,'P.D. only','P.D. only','02 - Angle',Ottawa_west,0
Weekends,Noon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.714271,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.846151,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.777771,'P.D. only','P.D. only','07 - SMV other',Ottawa_east,0
Weekday,Early_Morning,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control',0.999987,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.461537,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','03 - Loose snow','02 - Stop sign',0.333328,'P.D. only','P.D. only','02 - Angle',Ottawa_south,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.784172,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_south,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','03 - Yield sign',0.636362,'P.D. only','P.D. only','02 - Angle',Ottawa_east,0
Weekday,Mid_Night,highway,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control',0.913038,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','02 - Wet','02 - Stop sign',0.499998,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Mid_Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control',0.99999,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekends,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.69565,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.999982,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_east,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.454539,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.236363,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.542856,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.749997,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Morning,Road,'01 - Clear','03 - Dawn','01 - Dry','02 - Stop sign',0.627905,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Afternoon,Road,'05 - Drifting Snow','01 - Daylight','03 - Loose snow','10 - No control',0.684208,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.705881,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.714283,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999991,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.686273,'P.D. only','P.D. only','02 - Angle',Ottawa_east,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.399997,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.561904,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.545454,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.592307,'P.D. only','P.D. only','99 - Other',mid_town,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.478259,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.499991,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.818171,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.833328,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',-0.249995,Injury,'P.D. only','02 - Angle',downtown,1
Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal',0.599994,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.731342,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Mid_Night,Road,'02 - Rain','07 - Dark','02 - Wet','01 - Traffic signal',0.481479,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.441859,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.839999,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Mid_Night,Road,'02 - Rain','07 - Dark','02 - Wet','10 - No control',0.777774,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekends,Afternoon,Road,'03 - Snow','01 - Daylight','02 - Wet','01 - Traffic signal',0.40909,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.333328,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','06 - Ice','10 - No control',0.749986,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekends,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.499991,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','10 - No control',0.811319,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekends,Evening,highway,'04 - Freezing Rain','01 - Daylight','05 - Packed snow','10 - No control',0.6923,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_west,0
Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal',0.999989,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_east,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.647056,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.542856,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.833328,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,highway,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.846144,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_west,0
Weekday,Mid_Night,Road,'01 - Clear','00 - Unknown','05 - Packed snow','10 - No control',0.976469,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_south,0
Weekends,Night,Road,'03 - Snow','07 - Dark','02 - Wet','01 - Traffic signal',0.76271,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.549019,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.283018,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.636355,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','02 - Wet','02 - Stop sign',0.714271,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','00 - Unknown','01 - Dry','10 - No control',0.999993,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.456789,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekends,Early_Morning,Road,'03 - Snow','07 - Dark','03 - Loose snow','01 - Traffic signal',0.7037,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.999994,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.620252,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Noon,Road,'07 - Fog/mist/smoke/dust','03 - Dawn','01 - Dry','02 - Stop sign',0,Injury,'P.D. only','02 - Angle',Ottawa_east,0
Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal',0.661015,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.268292,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Night,highway,'03 - Snow','01 - Daylight','06 - Ice','10 - No control',0.799996,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.272724,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.799998,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.649122,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.545453,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.576921,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','10 - No control',0.466664,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Noon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal',0.523806,'P.D. only','P.D. only','02 - Angle',Ottawa_west,0
Weekends,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','01 - Traffic signal',0.565214,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Early_Morning,Road,'01 - Clear','07 - Dark','03 - Loose snow','10 - No control',0.499991,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekends,Afternoon,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.694443,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.268292,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.833323,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.549019,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.872338,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_east,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.714271,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999982,'P.D. only','P.D. only','06 - SMV unattended vehicle',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.683453,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Mid_Night,Road,'01 - Clear','00 - Unknown','01 - Dry','10 - No control',0.999994,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_west,0
Weekends,Night,highway,'03 - Snow','07 - Dark','04 - Slush','10 - No control',0.826082,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.422221,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.777771,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
