Instance_number,COLLISION_CLASSIFICATION,X,Y,Cluster
9189,'P.D. only',370362.8125,5031956.5,cluster1
9190,'P.D. only',360242.9688,5024782,cluster3
9191,Injury,373364.7188,5029426.5,cluster1
9192,'P.D. only',369600,5027533.5,cluster1
9193,'P.D. only',361737.0313,5024024,cluster3
9194,'P.D. only',372773,5032182.5,cluster1
9195,'P.D. only',372304.8125,5031951,cluster1
9196,'P.D. only',374703.875,5032751.5,cluster1
9197,'P.D. only',384593.6875,5036748,cluster4
9198,'P.D. only',367087.1875,5030048.5,cluster1
9199,Injury,374941.2813,5032933,cluster1
9200,'P.D. only',370124,5029600,cluster1
9201,Injury,363593.6875,5024410,cluster3
9202,'P.D. only',361478.7813,5020503,cluster3
9203,Injury,367888.9063,5031647,cluster1
9204,'P.D. only',360555.5938,5022897,cluster3
9205,Injury,370491.8125,5026901.5,cluster1
9206,'P.D. only',373643.75,5027897.5,cluster1
9207,'P.D. only',346864.75,5000490.5,cluster2
9208,'P.D. only',372823.75,5024806.5,cluster3
9209,'P.D. only',352035.8125,5022302.5,cluster2
9210,Injury,358012.9375,5007411,cluster0
9211,Injury,359792.7813,5022154.5,cluster3
9212,'P.D. only',380698.1875,5037399.5,cluster4
9213,'P.D. only',363755,5021066,cluster3
9214,'P.D. only',361292.6563,5014575.5,cluster0
9215,'P.D. only',372373.75,5031786.5,cluster1
9216,Injury,372595.7188,5031243,cluster1
9217,'P.D. only',364793.25,5014778,cluster0
9218,'P.D. only',374010.0313,5019208.5,cluster3
9219,'P.D. only',367956.8125,5032640,cluster1
9220,'P.D. only',374635.4688,5032993.5,cluster1
9221,'P.D. only',368575.9063,5028967,cluster1
9222,Injury,376194.9688,5029291,cluster1
9223,'P.D. only',367706.7188,5030161,cluster1
9224,Injury,366377,5008976.5,cluster0
9225,'P.D. only',373880.1875,5030504,cluster1
9226,'P.D. only',372241.7188,5032115,cluster1
9227,'P.D. only',380424.4688,5038376.5,cluster4
9228,'P.D. only',367338.7813,5024428.5,cluster3
9229,'P.D. only',366101.0625,5025982.5,cluster3
9230,'P.D. only',374514.9063,5033169,cluster1
9231,'P.D. only',377038.75,5022707.5,cluster3
9232,'P.D. only',372189.0625,5032240.5,cluster1
9233,'P.D. only',375646.6563,5034589.5,cluster4
9234,'P.D. only',368007.5938,5030346,cluster1
9235,'P.D. only',369461.9375,5010745.5,cluster0
9236,'P.D. only',368480.3438,5027091,cluster1
9237,'P.D. only',381506.0625,5037616.5,cluster4
9238,'P.D. only',370070.9063,5033067.5,cluster1
9239,Injury,353968.5313,5016904,cluster2
9240,Injury,371521.9375,5031641,cluster1
9241,Injury,366968.5938,5030478,cluster1
9242,'P.D. only',363689.6563,5028585.5,cluster3
9243,Injury,360468.8125,5003125,cluster0
9244,'P.D. only',363806.5625,5028662,cluster3
9245,'P.D. only',360764.7813,5022186,cluster3
9246,'P.D. only',383772.125,5039104.5,cluster4
9247,Injury,369005.3125,5030560,cluster1
9248,'P.D. only',368525.8125,5032702.5,cluster1
9249,'P.D. only',366336.5938,5025391,cluster3
9250,'P.D. only',372579.0625,5022802.5,cluster3
9251,'P.D. only',370174.6875,5033127,cluster1
9252,Injury,375050.4375,5031121,cluster1
9253,Injury,370319.8125,5032270,cluster1
9254,Injury,384680.875,5037801.5,cluster4
9255,Injury,368037.9063,5030267,cluster1
9256,'P.D. only',349842.6875,5013826,cluster2
9257,'P.D. only',363669.7813,5021245.5,cluster3
9258,'P.D. only',373669.1563,5022925.5,cluster3
9259,'P.D. only',371073.3125,5026379,cluster1
9260,Injury,367747.7188,5030094.5,cluster1
9261,'P.D. only',351168.3125,5020841.5,cluster2
9262,Injury,367956.8125,5032642,cluster1
9263,'P.D. only',368699.6875,5009933.5,cluster0
9264,Injury,369388.9063,5032433,cluster1
9265,'P.D. only',365733.75,5028249,cluster1
9266,'P.D. only',367640.3438,5021882,cluster3
9267,'P.D. only',366714.5938,5030972,cluster1
9268,'P.D. only',359219.2813,5023533.5,cluster3
9269,'P.D. only',367455.5313,5018165.5,cluster3
9270,Injury,365644.1563,5021881,cluster3
9271,'P.D. only',367906.8125,5030189,cluster1
9272,'P.D. only',375256.8438,5028785,cluster1
9273,'P.D. only',370435.4063,5029083,cluster1
9274,Injury,363833.2813,5020899,cluster3
9275,'P.D. only',375332.5,5033257.5,cluster1
9276,Injury,366746.4063,5008819,cluster0
9277,Injury,369429.875,5029534.5,cluster1
9278,'P.D. only',368597.7188,5031949,cluster1
9279,Injury,363851.9063,5016937,cluster0
9280,'P.D. only',371407.2813,5034148.5,cluster1
9281,'P.D. only',378916.6563,5037718.5,cluster4
9282,'P.D. only',367753.1563,5031436,cluster1
9283,'P.D. only',366644.9063,5011453.5,cluster0
9284,'P.D. only',357524.8125,5006972.5,cluster0
9285,'P.D. only',364618.1875,5015830,cluster0
9286,'P.D. only',371694.0938,5024102.5,cluster3
9287,'P.D. only',367330.4063,5029615,cluster1
9288,Injury,368859.625,5031403.5,cluster1
9289,'P.D. only',364892.9063,5027701,cluster3
9290,'P.D. only',341144.7813,5030438.5,cluster2
9291,'P.D. only',377993.8438,5032844.5,cluster4
9292,'P.D. only',373911.8438,5020710,cluster3
9293,'P.D. only',353368.0938,5015866,cluster2
9294,'P.D. only',389541.0938,5037271,cluster4
9295,'P.D. only',349661.5938,5023618.5,cluster2
9296,'P.D. only',373704.8125,5030408,cluster1
9297,'P.D. only',372494.7188,5031754.5,cluster1
9298,'P.D. only',366111.0625,5020734,cluster3
9299,'P.D. only',369222.2188,5027985.5,cluster1
9300,'P.D. only',349747.125,5020749,cluster2
9301,'P.D. only',354014.625,5011023.5,cluster2
9302,Injury,370475.7813,5025621.5,cluster3
9303,'P.D. only',372137.9688,5029643,cluster1
9304,'P.D. only',383372.8438,5026614.5,cluster4
9305,'P.D. only',373110.7188,5032378,cluster1
9306,'P.D. only',362270.0938,5024473.5,cluster3
9307,Injury,370542.6875,5025506,cluster3
9308,'P.D. only',368969.3125,5030907.5,cluster1
9309,'P.D. only',367838.0938,5029750,cluster1
9310,'P.D. only',368370.8125,5031801,cluster1
9311,Injury,368539.7188,5028466,cluster1
9312,'P.D. only',372342.5938,5031859,cluster1
9313,'P.D. only',368614.9375,5026830,cluster1
9314,'P.D. only',381015.6875,5037140.5,cluster4
9315,Injury,374500.5938,5028405.5,cluster1
9316,Injury,361604.4688,5026698.5,cluster3
9317,Injury,359413.9688,5004330.5,cluster0
9318,Injury,360545.6875,5025273.5,cluster3
9319,'P.D. only',371542.1875,5024039,cluster3
9320,'P.D. only',347336.5313,5015885.5,cluster2
9321,Injury,364892.9063,5027701,cluster3
9322,'P.D. only',384528.7188,5020070,cluster1
9323,'P.D. only',366476.6563,5031269,cluster1
9324,'P.D. only',373761.0313,5025404,cluster1
9325,'P.D. only',349051.2188,5028061.5,cluster2
9326,'P.D. only',367113.2813,5029842.5,cluster1
9327,'P.D. only',346207.75,5017161,cluster2
9328,'P.D. only',367834.8438,5032285.5,cluster1
9329,'P.D. only',364856.9063,5023724.5,cluster3
9330,'P.D. only',352914,5016400,cluster2
9331,'P.D. only',379866.125,5036477.5,cluster4
9332,'P.D. only',377896.4063,5032786.5,cluster4
9333,'P.D. only',377184.3125,5032178,cluster4
9334,'P.D. only',351424,5019278.5,cluster2
9335,'P.D. only',368871.5,5028342.5,cluster1
9336,'P.D. only',375606.625,5014021.5,cluster0
9337,'P.D. only',367001.6875,5018916.5,cluster3
9338,'P.D. only',373761.9375,5025407.5,cluster1
9339,Injury,343953.9375,5015581.5,cluster2
9340,Injury,366546.375,5029589,cluster1
9341,'P.D. only',370812.9063,5031009,cluster1
9342,'P.D. only',381705.6875,5008900,cluster0
9343,Injury,347950.1875,5020409.5,cluster2
9344,Injury,372382.7188,5031768,cluster1
9345,'P.D. only',361284.6563,4995300.5,cluster0
9346,'P.D. only',364357.8125,5024891,cluster3
9347,'P.D. only',365216.6875,5029118,cluster1
9348,'P.D. only',366870.125,5026438,cluster3
9349,'P.D. only',366740.5938,5031015.5,cluster1
9350,'P.D. only',363487.5625,5027028,cluster3
9351,'P.D. only',362841.375,5023953.5,cluster3
9352,Injury,375869.0625,5029109,cluster1
9353,'P.D. only',367458.2188,5030579.5,cluster1
9354,Injury,364640.625,5024229,cluster3
9355,'P.D. only',352212.0938,5017243,cluster2
9356,'P.D. only',383640.9688,5036900.5,cluster4
9357,'P.D. only',361638.0938,5023214,cluster3
9358,'P.D. only',373763.75,5025404,cluster1
9359,'P.D. only',363085.6875,5024098,cluster3
9360,'P.D. only',367978.9375,5029071,cluster1
9361,Injury,374635.625,5032995,cluster1
9362,'P.D. only',366478.0938,5030207,cluster1
9363,'P.D. only',352886.4688,5022695,cluster2
9364,'P.D. only',379342.6563,5037126,cluster4
9365,Injury,363228.4688,5025780,cluster3
9366,'P.D. only',370361.9063,5031957,cluster1
9367,Injury,358235.5625,5023503,cluster3
9368,'P.D. only',386574.8125,5025977,cluster4
9369,'P.D. only',367891.8125,5030606.5,cluster1
9370,Injury,365071.7813,5029650,cluster1
9371,'P.D. only',357407.9375,5020439,cluster2
9372,'P.D. only',369369.5,5029693.5,cluster1
9373,Injury,384386.0313,5039890.5,cluster4
9374,'P.D. only',367577.9063,5031455,cluster1
9375,'P.D. only',355405.4063,5017047,cluster2
9376,'P.D. only',359607.875,5019743.5,cluster3
9377,'P.D. only',362890,5028112,cluster3
9378,'P.D. only',369303.0938,5016561.5,cluster0
9379,'P.D. only',364129.7813,5028869,cluster1
9380,'P.D. only',366759.3125,5030356.5,cluster1
9381,Injury,364682.9063,5024131,cluster3
9382,Injury,376436.75,5012153,cluster0
9383,'P.D. only',367625.0313,5031576,cluster1
9384,'P.D. only',375360.1563,5031320.5,cluster1
9385,'P.D. only',361261.7813,5025423.5,cluster3
9386,'P.D. only',372995.5,5024910,cluster1
9387,'P.D. only',367552.0313,5030779.5,cluster1
9388,Injury,365693.375,5006097,cluster0
9389,'P.D. only',352707.7188,5018918.5,cluster2
9390,'P.D. only',367579.7188,5031449.5,cluster1
9391,'P.D. only',365588.6875,5029742.5,cluster1
9392,'P.D. only',364362.3125,5024894,cluster3
9393,'P.D. only',347739.375,5015443,cluster2
9394,'P.D. only',366446.5313,5029695,cluster1
9395,'P.D. only',351935.875,5019919.5,cluster2
9396,'P.D. only',370074.5,5033033,cluster1
9397,'P.D. only',381662.4688,5032770,cluster4
9398,Injury,370792.7188,5031320.5,cluster1
9399,'P.D. only',381353.25,5037550.5,cluster4
9400,'P.D. only',360766.1875,5025127,cluster3
9401,'P.D. only',362941.8125,5026493,cluster3
9402,'P.D. only',384260.3438,5035418,cluster4
9403,'P.D. only',364280.1875,5027497,cluster3
9404,'P.D. only',368212.7813,5031331,cluster1
9405,'P.D. only',358313.9375,5023303,cluster3
9406,'P.D. only',367253.5938,5029797,cluster1
9407,Injury,370072.7188,5033066,cluster1
9408,'P.D. only',351267.9063,5018186,cluster2
9409,Injury,368377,5029298.5,cluster1
9410,'P.D. only',365185.6563,5029293.5,cluster1
9411,'P.D. only',394892.375,5024094.5,cluster4
9412,'P.D. only',362063.2813,5025928,cluster3
9413,'P.D. only',375176.3125,5027336,cluster1
9414,'P.D. only',367933.375,5028281.5,cluster1
9415,'P.D. only',367497.6875,5031591.5,cluster1
9416,'P.D. only',374504.125,5033195,cluster1
9417,'P.D. only',364171.3125,5014951.5,cluster0
9418,'P.D. only',366942.1563,5031390,cluster1
9419,'P.D. only',373872.6875,5030038.5,cluster1
9420,Injury,352211.2188,5017237,cluster2
9421,'P.D. only',353945.3438,5023350,cluster2
9422,'P.D. only',372805.5313,5030731.5,cluster1
9423,'P.D. only',372134.3438,5030428.5,cluster1
9424,Injury,378892.1875,5036078.5,cluster4
9425,Injury,365081.2813,5029234.5,cluster1
9426,'P.D. only',359697,5019595.5,cluster3
9427,Injury,366894.4063,5029577,cluster1
9428,'P.D. only',374128.875,5030713.5,cluster1
9429,Injury,349190.75,5006808.5,cluster2
9430,'P.D. only',369372.9063,5032656.5,cluster1
9431,'P.D. only',367920.9063,5028089.5,cluster1
9432,Injury,365951.5938,5021120.5,cluster3
9433,Injury,371607.8438,5024097.5,cluster3
9434,'P.D. only',368767.7188,5030525,cluster1
9435,Injury,351269.7188,5018182,cluster2
9436,Injury,372457.3125,5032001,cluster1
9437,Injury,372795.5313,5029329,cluster1
9438,'P.D. only',372791.9375,5029325.5,cluster1
9439,'P.D. only',375429.4375,5014502.5,cluster0
9440,'P.D. only',368424.7188,5030781,cluster1
9441,'P.D. only',348894.5625,5013620,cluster2
9442,'P.D. only',366993.9688,5031180.5,cluster1
9443,'P.D. only',340183.125,5004303.5,cluster2
9444,'P.D. only',369377.5,5029671,cluster1
9445,'P.D. only',370510.0313,5030408.5,cluster1
9446,'P.D. only',366766,5030950.5,cluster1
9447,'P.D. only',351981.7813,5018898,cluster2
9448,'P.D. only',371551.4688,5028998.5,cluster1
9449,'P.D. only',367612.8125,5028939,cluster1
9450,'P.D. only',365123.9375,5025367,cluster3
9451,Injury,349559.6875,5014882.5,cluster2
9452,'P.D. only',390145.0625,5032185.5,cluster4
9453,'P.D. only',400033.25,5026047.5,cluster4
9454,Injury,371049.0938,5023608.5,cluster3
9455,'P.D. only',358392.4688,5006489,cluster0
9456,'P.D. only',359372.6875,5019362,cluster3
9457,Injury,350943.5,5016080.5,cluster2
9458,'P.D. only',364517,5026958,cluster3
9459,Injury,363876.5625,5024588,cluster3
9460,'P.D. only',347737.5625,5015442,cluster2
9461,Injury,380682.8438,5036193,cluster4
9462,'P.D. only',357855.5,5018610.5,cluster2
9463,'P.D. only',351867.5,5022705.5,cluster2
9464,'P.D. only',367965.125,5031466.5,cluster1
9465,'P.D. only',368109.5,5027773,cluster1
9466,'P.D. only',353727.3438,5018282,cluster2
9467,'P.D. only',369332.9063,5032724,cluster1
9468,'P.D. only',363419.6875,5021827.5,cluster3
9469,'P.D. only',350905.8125,5022247.5,cluster2
9470,'P.D. only',367390.7188,5021523,cluster3
9471,'P.D. only',360786.6563,5025593.5,cluster3
9472,'P.D. only',366918.7188,5024209,cluster3
9473,'P.D. only',376952.9688,5017848,cluster0
9474,Injury,370491.8125,5026904.5,cluster1
9475,'P.D. only',360910.6563,5023358,cluster3
9476,'P.D. only',361904.0938,5025832.5,cluster3
9477,'P.D. only',370035.8438,5033049,cluster1
9478,Injury,356391.0938,5022486,cluster2
9479,'P.D. only',370683.8125,5030594,cluster1
9480,'P.D. only',348804.5625,5014360,cluster2
9481,'P.D. only',367192.4688,5031205,cluster1
9482,'P.D. only',367064.625,5025489,cluster3
9483,'P.D. only',363083.9063,5024097,cluster3
9484,'P.D. only',360632.125,5020908,cluster3
9485,'P.D. only',353415.8125,5018264,cluster2
9486,'P.D. only',384666.5625,5039324,cluster4
9487,'P.D. only',364649.125,5029059.5,cluster1
9488,'P.D. only',364537.6875,5026942.5,cluster3
9489,'P.D. only',365955.7188,5022206.5,cluster3
9490,Injury,370943.8125,5033532,cluster1
9491,Injury,365055.5938,5025323.5,cluster3
9492,'P.D. only',373898.9375,5028050,cluster1
9493,'P.D. only',368329.8438,5030725.5,cluster1
9494,'P.D. only',368192.0313,5022739,cluster3
9495,'P.D. only',373328.3438,5029804,cluster1
9496,Injury,368171.5938,5032679,cluster1
9497,'P.D. only',368796.5,5030542,cluster1
9498,'P.D. only',340998.125,5014213.5,cluster2
9499,'P.D. only',364857.8125,5023727.5,cluster3
9500,'P.D. only',369420.625,5028230,cluster1
9501,Injury,368802.7188,5033233,cluster1
9502,Injury,367447.4375,5031248,cluster1
9503,'P.D. only',360556.4688,5022900,cluster3
9504,'P.D. only',370689.4063,5033408.5,cluster1
9505,'P.D. only',367581.0313,5029012.5,cluster1
9506,'P.D. only',364389.9375,5027244.5,cluster3
9507,'P.D. only',367599.125,5025875,cluster3
9508,'P.D. only',368241,5030396,cluster1
9509,'P.D. only',368646.5,5032779.5,cluster1
9510,Injury,361934.6875,5025830.5,cluster3
9511,'P.D. only',362162.7188,5024744.5,cluster3
9512,'P.D. only',349529.2813,5014306.5,cluster2
9513,'P.D. only',360147.6875,5024795,cluster3
9514,'P.D. only',367929.9063,5028088,cluster1
9515,Injury,373271.8125,5029608,cluster1
9516,'P.D. only',369460.2188,5033959,cluster1
9517,'P.D. only',365612.6875,5021943,cluster3
9518,'P.D. only',382142.5313,5014046,cluster0
9519,'P.D. only',358440,5014034.5,cluster0
9520,'P.D. only',352208.5,5017243.5,cluster2
9521,Injury,348832.875,5023271,cluster2
9522,Injury,369605.7188,5024194,cluster3
9523,'P.D. only',350021.7813,5013621,cluster2
9524,Injury,375361.9375,5031314,cluster1
9525,'P.D. only',363057.5938,5022728.5,cluster3
9526,Injury,369581.5313,5010827,cluster0
9527,'P.D. only',374122.5313,5030652.5,cluster1
9528,'P.D. only',382347.6875,5035391,cluster4
9529,'P.D. only',370493.625,5026903,cluster1
9530,'P.D. only',361293.7813,5015665,cluster0
9531,'P.D. only',367457.8125,5021894.5,cluster3
9532,'P.D. only',363448.5,5021763.5,cluster3
9533,'P.D. only',354619.7188,5016028.5,cluster2
9534,'P.D. only',367375.0938,5025659.5,cluster3
9535,'P.D. only',371468.9063,5026950.5,cluster1
9536,'P.D. only',376280.75,5031842,cluster1
9537,'P.D. only',362311.5938,5023244,cluster3
9538,'P.D. only',373617.0938,5028079.5,cluster1
9539,'P.D. only',368734.9688,5032556.5,cluster1
9540,'P.D. only',373207.9688,5029758,cluster1
9541,'P.D. only',374908.75,5028604.5,cluster1
9542,Injury,368225.9063,5032046,cluster1
9543,'P.D. only',371921.7188,5032889,cluster1
9544,'P.D. only',368418.7188,5024854.5,cluster3
9545,'P.D. only',371544.8125,5033818,cluster1
9546,'P.D. only',350727.6563,5000781.5,cluster0
9547,'P.D. only',364680.6875,5029259.5,cluster1
9548,'P.D. only',361147.1563,5021382.5,cluster3
9549,Injury,373741.6875,5030425.5,cluster1
9550,Injury,372528,5031411.5,cluster1
9551,Injury,351835.5313,5022271.5,cluster2
9552,'P.D. only',371819.375,5027570,cluster1
9553,'P.D. only',368633.7813,5026714,cluster3
9554,'P.D. only',375496.0625,5026440,cluster1
9555,Injury,357224.0313,5020556.5,cluster2
9556,'P.D. only',364517.9063,5026960.5,cluster3
9557,Injury,366635.8125,5014445.5,cluster0
9558,'P.D. only',366875,5029306,cluster1
9559,'P.D. only',367980.1563,5032760,cluster1
9560,Injury,368034.9063,5021954,cluster3
9561,'P.D. only',373763.75,5025405,cluster1
9562,'P.D. only',364028.6875,5028928.5,cluster1
9563,Injury,350205.1875,5019036.5,cluster2
9564,'P.D. only',372402.4688,5031682.5,cluster1
9565,'P.D. only',373397.7188,5026307,cluster1
9566,'P.D. only',362138.375,5024816,cluster3
9567,'P.D. only',363201.8438,5016454.5,cluster0
9568,Injury,371638.3125,5033868,cluster1
9569,'P.D. only',365055.5938,5025326,cluster3
9570,Injury,367829.5,5033870.5,cluster1
9571,'P.D. only',364853.5,5029124,cluster1
9572,'P.D. only',356997.9375,5020413.5,cluster2
9573,'P.D. only',368182.6875,5031174.5,cluster1
9574,'P.D. only',369245.9063,5030734.5,cluster1
9575,'P.D. only',371560.5313,5031325,cluster1
9576,'P.D. only',365462.6875,5022306,cluster3
9577,Injury,383547.0625,5035994,cluster4
9578,Injury,367101.9063,5029108,cluster1
9579,'P.D. only',362295.5938,5027520,cluster3
9580,'P.D. only',375249.7188,5034090.5,cluster1
9581,'P.D. only',366550.9688,5029294,cluster1
9582,'P.D. only',367969.625,5028808.5,cluster1
9583,'P.D. only',368064.9375,5032402,cluster1
9584,'P.D. only',371317.5625,5026264.5,cluster1
9585,'P.D. only',364108.75,5025486.5,cluster3
9586,'P.D. only',362520,5023852.5,cluster3
9587,'P.D. only',365058.875,5023260.5,cluster3
9588,Injury,366622.3125,5029420,cluster1
9589,'P.D. only',375332.4063,5030302,cluster1
9590,Injury,385141.5938,5035353,cluster4
9591,'P.D. only',370814.7188,5031005.5,cluster1
9592,Injury,374954.8438,5031182.5,cluster1
9593,Injury,371291.7188,5023870,cluster3
9594,'P.D. only',367384,5029482.5,cluster1
9595,'P.D. only',370518.75,5026477.5,cluster1
9596,'P.D. only',362087.25,5024941.5,cluster3
9597,'P.D. only',369461.0313,5016187,cluster0
9598,'P.D. only',372531.9688,5031412,cluster1
9599,Injury,368092.8125,5032429.5,cluster1
9600,'P.D. only',356789.5625,5020289,cluster2
9601,'P.D. only',372858.9375,5030582,cluster1
9602,'P.D. only',370704.3125,5032286.5,cluster1
9603,Injury,367368.8125,5025697.5,cluster3
9604,Injury,372859.8125,5030580.5,cluster1
9605,'P.D. only',371089.125,5030529,cluster1
9606,'P.D. only',365540,5014925.5,cluster0
9607,Injury,368923.125,5025086.5,cluster3
9608,'P.D. only',368450.5938,5010136,cluster0
9609,Injury,368207.5938,5032229.5,cluster1
9610,'P.D. only',368847.0938,5032434,cluster1
9611,'P.D. only',368038.8125,5030269,cluster1
9612,'P.D. only',369695.8125,5034119,cluster1
9613,'P.D. only',374775.25,5033471,cluster1
9614,'P.D. only',366536.1875,5029595,cluster1
9615,'P.D. only',374796.4688,4999549,cluster0
9616,Injury,364735.0938,5024005,cluster3
9617,Injury,374190.5313,5033015.5,cluster1
9618,Injury,368767.3438,5030526,cluster1
9619,'P.D. only',370248.0625,5026203,cluster1
9620,'P.D. only',368106.8125,5027767,cluster1
9621,'P.D. only',371635.5625,5033867,cluster1
9622,Injury,354618.8125,5016028,cluster2
9623,'P.D. only',365582.875,5029745.5,cluster1
9624,'P.D. only',372265.375,5027084,cluster1
9625,Injury,363855,5024577.5,cluster3
9626,'P.D. only',355528.6563,5024126,cluster2
9627,'P.D. only',369131.7188,5033494,cluster1
9628,'P.D. only',370404.8125,5028879.5,cluster1
9629,'P.D. only',371424.9375,5031307,cluster1
9630,'P.D. only',380642.4375,5034391.5,cluster4
9631,Injury,362979.5625,5026405.5,cluster3
9632,'P.D. only',370276.2188,5026873.5,cluster1
9633,Injury,363668.875,5021244.5,cluster3
9634,Injury,374013.1563,5027867,cluster1
9635,Injury,352319.5938,5012953,cluster2
9636,'P.D. only',368801.8125,5033233,cluster1
9637,Injury,369412.2813,5032400.5,cluster1
9638,Injury,370806.2188,5031258.5,cluster1
9639,'P.D. only',373745.1875,5027523.5,cluster1
9640,'P.D. only',369108.5938,5030314.5,cluster1
9641,'P.D. only',382395,5038219.5,cluster4
9642,'P.D. only',367536.375,5029126,cluster1
9643,Injury,371611.7188,5029193,cluster1
9644,Injury,374086.5625,5030625,cluster1
9645,Injury,369164.9063,5030174,cluster1
9646,'P.D. only',357066.6563,5020456,cluster2
9647,'P.D. only',385029.25,5026591,cluster4
9648,'P.D. only',350984.0625,5022162.5,cluster2
9649,'P.D. only',363598.3125,5027445,cluster3
9650,'P.D. only',373700.3125,5030342,cluster1
9651,'P.D. only',363079.7813,5016731,cluster0
9652,'P.D. only',367853.9063,5031011.5,cluster1
9653,'P.D. only',367445.9063,5029338.5,cluster1
9654,Injury,372243.7188,5029259.5,cluster1
9655,'P.D. only',365207.9063,5026651,cluster3
9656,'P.D. only',366377,5008974,cluster0
9657,Injury,368126,5031273,cluster1
9658,'P.D. only',370668.8125,5031607,cluster1
9659,'P.D. only',358137.6563,5021088.5,cluster3
9660,'P.D. only',368185.9688,5022034,cluster3
9661,'P.D. only',364695,5025103,cluster3
9662,'P.D. only',361566.0313,5020553,cluster3
9663,'P.D. only',366018.8125,5020956.5,cluster3
9664,Injury,367681.8438,5025933,cluster3
9665,'P.D. only',379858.9375,5036472,cluster4
9666,'P.D. only',368393.7188,5030484.5,cluster1
9667,'P.D. only',397228.5625,5032969.5,cluster4
9668,'P.D. only',363054.9063,5022730,cluster3
9669,'P.D. only',362079.0938,5024944,cluster3
9670,'P.D. only',368066.7188,5032407,cluster1
9671,'P.D. only',368659.4375,5022319,cluster3
9672,Injury,368272.6563,5032389.5,cluster1
9673,'P.D. only',375047.7188,5031119,cluster1
9674,'P.D. only',367868.7188,5030258,cluster1
9675,'P.D. only',373872.875,5028108.5,cluster1
9676,'P.D. only',375137.2188,5027313,cluster1
9677,'P.D. only',365976.3438,5011788,cluster0
9678,Injury,369463.0313,5025433.5,cluster3
9679,'P.D. only',372171,5032290.5,cluster1
9680,'P.D. only',365873.3125,5016789,cluster0
9681,'P.D. only',371978.0625,5029226,cluster1
9682,'P.D. only',365611.7813,5021943,cluster3
9683,'P.D. only',380942.5313,5036253.5,cluster4
9684,'P.D. only',363227.6875,5028293,cluster3
9685,'P.D. only',367946.9063,5030488,cluster1
9686,'P.D. only',371337.2813,5021358,cluster3
9687,'P.D. only',365185.5938,5022969,cluster3
9688,'P.D. only',347203.6563,5018092.5,cluster2
9689,'P.D. only',363297.7813,5029455,cluster1
9690,'P.D. only',367724.0625,5031636.5,cluster1
9691,'P.D. only',373902.5313,5028055,cluster1
9692,'P.D. only',369304.7188,5027895,cluster1
9693,Injury,367201.3438,5031097.5,cluster1
9694,'P.D. only',352842.5313,5020477.5,cluster2
9695,'P.D. only',375362.25,5021620.5,cluster3
9696,'P.D. only',367057.2188,5031507.5,cluster1
9697,'P.D. only',367884.3125,5032316,cluster1
9698,'P.D. only',372127.9063,5032159.5,cluster1
9699,'P.D. only',376386.5,5029390,cluster1
9700,'P.D. only',369101.75,5010069,cluster0
9701,'P.D. only',359382.9375,5014601,cluster0
9702,'P.D. only',364913.1563,5008146.5,cluster0
9703,'P.D. only',361676.875,5026423,cluster3
9704,'P.D. only',372928,5027476,cluster1
9705,Injury,366417.4688,5010514,cluster0
9706,'P.D. only',369941.1563,5029325,cluster1
9707,'P.D. only',384877.6563,5036404.5,cluster4
9708,'P.D. only',366916.375,5013264.5,cluster0
9709,'P.D. only',368334.9063,5029553.5,cluster1
9710,'P.D. only',367393.4063,5021523,cluster3
9711,'P.D. only',366931,5031431,cluster1
9712,'P.D. only',372863.25,5027438,cluster1
9713,'P.D. only',367390.8125,5033219.5,cluster1
9714,Injury,367375.6875,5030719.5,cluster1
9715,'P.D. only',371442.0625,5030430.5,cluster1
9716,'P.D. only',368437.4375,5027281.5,cluster1
9717,'P.D. only',375705.0313,5034599.5,cluster4
9718,'P.D. only',367807.5313,5030687.5,cluster1
9719,Injury,382242.4063,5036099,cluster4
9720,'P.D. only',373899.8438,5028048.5,cluster1
9721,Injury,372567.4375,5029307,cluster1
9722,'P.D. only',377994.7188,5032849.5,cluster4
9723,'P.D. only',357394.75,5020647.5,cluster2
9724,Injury,370203.3125,5025875.5,cluster3
9725,'P.D. only',391512.4688,5042815,cluster4
9726,'P.D. only',365917.0938,5029957.5,cluster1
9727,'P.D. only',368006.25,5032666,cluster1
9728,'P.D. only',367770.7188,5033235,cluster1
9729,'P.D. only',376282.5313,5031843.5,cluster1
9730,'P.D. only',376591.7813,5035298,cluster4
9731,'P.D. only',368116.5313,5023250.5,cluster3
9732,'P.D. only',365131.375,5021687.5,cluster3
9733,'P.D. only',375264.9375,5028781.5,cluster1
9734,'P.D. only',367263.0938,5031634,cluster1
9735,'P.D. only',377925.125,5016071,cluster0
9736,Injury,367820.875,5021893.5,cluster3
9737,'P.D. only',371375.2813,5021261.5,cluster3
9738,'P.D. only',362552.375,5023773.5,cluster3
9739,'P.D. only',365443.6875,5023081,cluster3
9740,'P.D. only',372324.5938,5032775.5,cluster1
9741,'P.D. only',370509.5313,5023408,cluster3
9742,Injury,364867.3125,5018379.5,cluster3
9743,'P.D. only',368421.4063,5024856.5,cluster3
9744,'P.D. only',361620.8438,5020188,cluster3
9745,'P.D. only',362546.0938,5023778,cluster3
9746,'P.D. only',364737.5313,5024004.5,cluster3
9747,'P.D. only',373153.9688,5029359.5,cluster1
9748,'P.D. only',362710.6563,5027892.5,cluster3
