Instance_number,COLLISION_CLASSIFICATION,X,Y,Cluster
4867,'P.D. only',370777.4375,5031489.5,cluster1
4868,'P.D. only',362752.9375,5023894,cluster3
4869,Injury,369293.0313,5027912.5,cluster1
4870,'P.D. only',359002.4688,5023987.5,cluster3
4871,'P.D. only',367922.5938,5032046,cluster1
4872,Injury,365928.9375,5024836.5,cluster3
4873,'P.D. only',356786.875,5021073.5,cluster2
4874,'P.D. only',370158.5313,5023127.5,cluster3
4875,'P.D. only',366871.9063,5026441.5,cluster3
4876,Injury,380860.2188,5037128,cluster4
4877,'P.D. only',363785,5028617.5,cluster3
4878,'P.D. only',360242.9688,5024781,cluster3
4879,'P.D. only',369450.2188,5031976,cluster1
4880,'P.D. only',368551.0938,5027067,cluster1
4881,'P.D. only',383723.9375,5039994.5,cluster4
4882,'P.D. only',367360.1875,5030230.5,cluster1
4883,'P.D. only',360007.5625,5024633.5,cluster3
4884,Injury,367767.4688,5033735,cluster1
4885,'P.D. only',368847.9063,5031856,cluster1
4886,'P.D. only',350755.5938,5015912.5,cluster2
4887,Injury,382934.9688,5035689.5,cluster4
4888,'P.D. only',356753.8125,5016383.5,cluster2
4889,'P.D. only',368679.9063,5032443,cluster1
4890,Injury,358026.375,5018566,cluster2
4891,Injury,376544.375,5031990,cluster1
4892,'P.D. only',320879.75,5028812.5,cluster2
4893,Injury,355997.1563,5023938.5,cluster3
4894,'P.D. only',395258.6563,5022265,cluster4
4895,'P.D. only',369290.9063,5026766,cluster1
4896,Injury,364986.3125,5025599,cluster3
4897,Injury,351051.5938,5017886,cluster2
4898,'P.D. only',366426,5030629.5,cluster1
4899,'P.D. only',366806.3438,5028908.5,cluster1
4900,'P.D. only',368036.875,5032224,cluster1
4901,'P.D. only',364360.1563,5027343.5,cluster3
4902,'P.D. only',380104.3125,5036232.5,cluster4
4903,Injury,373564.5625,5030253.5,cluster1
4904,'P.D. only',366871,5026439.5,cluster3
4905,Injury,364732.3125,5029597.5,cluster1
4906,Injury,376429.125,5031934.5,cluster1
4907,'P.D. only',364525.0938,5026968.5,cluster3
4908,Injury,370853.5313,5024838.5,cluster3
4909,Injury,366663.5938,5029795.5,cluster1
4910,'P.D. only',348860.3125,5014434.5,cluster2
4911,'P.D. only',369017.3125,5032723.5,cluster1
4912,'P.D. only',367878.6875,5032010,cluster1
4913,'P.D. only',369017.3125,5032714.5,cluster1
4914,'P.D. only',373015.8125,5029348,cluster1
4915,'P.D. only',373503.5,5030288,cluster1
4916,'P.D. only',350204.7813,5020042,cluster2
4917,'P.D. only',354020.9063,5011026.5,cluster2
4918,'P.D. only',372112.875,5026999,cluster1
4919,Injury,369073.2188,5033135,cluster1
4920,'P.D. only',371450.2188,5032826,cluster1
4921,'P.D. only',368044.0938,5031383.5,cluster1
4922,'P.D. only',369796.5938,5025381.5,cluster3
4923,'P.D. only',374268.5938,5032424,cluster1
4924,'P.D. only',346981.4063,5012497,cluster2
4925,'P.D. only',362116.6875,5023384,cluster3
4926,Injury,362944.5,5026497,cluster3
4927,Injury,382888.0938,5038671,cluster4
4928,Injury,382215.4688,5035312.5,cluster4
4929,'P.D. only',375011.125,5020540,cluster3
4930,Injury,386261.5,5041350.5,cluster4
4931,'P.D. only',369256.9063,5025310,cluster3
4932,'P.D. only',363040.1875,5028058.5,cluster3
4933,'P.D. only',325043.8125,5024367,cluster2
4934,Injury,374672.0313,5028500,cluster1
4935,Injury,352213,5017245.5,cluster2
4936,'P.D. only',363194.875,5014923,cluster0
4937,'P.D. only',367311.7813,5015947.5,cluster0
4938,'P.D. only',368888.375,5031951,cluster1
4939,'P.D. only',372095.5,5032475.5,cluster1
4940,'P.D. only',369474.5,5031990,cluster1
4941,'P.D. only',375459.125,5031375.5,cluster1
4942,'P.D. only',369696.7188,5034120,cluster1
4943,'P.D. only',376400.875,5034985,cluster4
4944,Injury,365671.5938,5029314,cluster1
4945,'P.D. only',358462.3438,5018824,cluster2
4946,'P.D. only',390711.1563,5020429.5,cluster4
4947,'P.D. only',376798.5,5032159,cluster1
4948,'P.D. only',366429.5938,5030629.5,cluster1
4949,'P.D. only',367742.9063,5030458.5,cluster1
4950,Injury,368115.625,5026633,cluster3
4951,'P.D. only',359715,5019555,cluster3
4952,'P.D. only',372822.9688,5030687.5,cluster1
4953,'P.D. only',356818.3438,5021083,cluster2
4954,'P.D. only',359006.9688,5023985.5,cluster3
4955,Injury,364150.3438,5024471,cluster3
4956,'P.D. only',364437.8125,5024719.5,cluster3
4957,'P.D. only',367869.6875,5032006.5,cluster1
4958,'P.D. only',366017.9063,5020955,cluster3
4959,'P.D. only',359230.9688,5023511.5,cluster3
4960,'P.D. only',368180.9063,5026636.5,cluster3
4961,'P.D. only',348188.1875,5023093,cluster2
4962,'P.D. only',360613.9063,5023346,cluster3
4963,Injury,387299.5,5001943,cluster0
4964,'P.D. only',347517.5,5018378,cluster2
4965,'P.D. only',353824.9375,5018035.5,cluster2
4966,'P.D. only',371874.0625,5032880,cluster1
4967,Injury,366931.5938,5017443.5,cluster0
4968,Injury,362883.375,5028043,cluster3
4969,'P.D. only',366743.3125,5031020,cluster1
4970,'P.D. only',367438.2813,5025121,cluster3
4971,'P.D. only',372464.8438,5030279,cluster1
4972,'P.D. only',374292.8438,5030758.5,cluster1
4973,Injury,365023.7188,5010174.5,cluster0
4974,'P.D. only',346208.6563,5017161.5,cluster2
4975,'P.D. only',368548.9063,5032342,cluster1
4976,'P.D. only',379862.5313,5036477,cluster4
4977,'P.D. only',366781.0625,5031054.5,cluster1
4978,'P.D. only',388903.875,5042478,cluster4
4979,'P.D. only',361924.0625,5025331,cluster3
4980,'P.D. only',367908.5938,5030194.5,cluster1
4981,'P.D. only',364409.4375,5015245,cluster0
4982,Injury,363942.6875,5014790.5,cluster0
4983,'P.D. only',372866.125,5030584,cluster1
4984,'P.D. only',359081.5938,5023879.5,cluster3
4985,'P.D. only',369188.2188,5033592.5,cluster1
4986,'P.D. only',366165.7813,5026034,cluster3
4987,'P.D. only',383880.4688,5037001,cluster4
4988,'P.D. only',384484.0313,5039708,cluster4
4989,'P.D. only',368128.2188,5026629.5,cluster3
4990,Injury,383640.9688,5036900.5,cluster4
4991,'P.D. only',365390.75,5028724,cluster1
4992,'P.D. only',379268.625,5037743.5,cluster4
4993,'P.D. only',376021.3125,5012311,cluster0
4994,Injury,373962.7813,5027942,cluster1
4995,'P.D. only',373154.125,5027613,cluster1
4996,Injury,369332.2813,5026761.5,cluster1
4997,'P.D. only',357063.9688,5020451,cluster2
4998,'P.D. only',373151.4375,5027609,cluster1
4999,Injury,364896.5,5027398.5,cluster3
5000,'P.D. only',361873.0938,5024137.5,cluster3
5001,'P.D. only',367426.5,5031362.5,cluster1
5002,Injury,365464.5,5022299.5,cluster3
5003,'P.D. only',363932.7813,5014789.5,cluster0
5004,'P.D. only',367516.3438,5010988,cluster0
5005,'P.D. only',365085.6875,5017908,cluster3
5006,'P.D. only',363932.7813,5014787.5,cluster0
5007,Injury,372452.8125,5032006,cluster1
5008,'P.D. only',350831.2188,5018533,cluster2
5009,'P.D. only',367371.7188,5021004.5,cluster3
5010,Injury,365050.7813,5023900.5,cluster3
5011,'P.D. only',368664.4688,5030478,cluster1
5012,Injury,367066.3125,5031221.5,cluster1
5013,'P.D. only',389860.7813,5042619.5,cluster4
5014,'P.D. only',362702.6875,5023492.5,cluster3
5015,'P.D. only',377966.5313,5031559,cluster4
5016,'P.D. only',365379.8125,5028746,cluster1
5017,Injury,365770.1875,5021559.5,cluster3
5018,'P.D. only',362066.1875,5023471,cluster3
5019,'P.D. only',383542.5625,5035990.5,cluster4
5020,Injury,364730.5938,5024038,cluster3
5021,'P.D. only',367704.125,5033165.5,cluster1
5022,'P.D. only',356024.6563,5016062.5,cluster2
5023,'P.D. only',372465.7188,5030286.5,cluster1
5024,'P.D. only',351373.8125,5020294,cluster2
5025,Injury,351205.1563,5015777,cluster2
5026,'P.D. only',373731.9375,5028465,cluster1
5027,'P.D. only',365593.5938,5028266.5,cluster1
5028,'P.D. only',375579.625,5031443,cluster1
5029,'P.D. only',372007.7188,5034042.5,cluster1
5030,'P.D. only',361597.6875,5026621.5,cluster3
5031,'P.D. only',382326.6563,5038277,cluster4
5032,'P.D. only',372243.7188,5029263.5,cluster1
5033,'P.D. only',371866.8438,5024323.5,cluster3
5034,'P.D. only',372220.7188,5002827.5,cluster0
5035,'P.D. only',367561.1563,5031312,cluster1
5036,'P.D. only',366489.7188,5029718,cluster1
5037,'P.D. only',366350.9375,5029879.5,cluster1
5038,'P.D. only',367613.7188,5028942,cluster1
5039,'P.D. only',364793.9375,5023692,cluster3
5040,'P.D. only',368173.0938,5026229.5,cluster3
5041,'P.D. only',374377.4375,5032530,cluster1
5042,'P.D. only',362697.2813,5023500.5,cluster3
5043,'P.D. only',368380.375,5031803.5,cluster1
5044,'P.D. only',368371.3438,5031806,cluster1
5045,'P.D. only',380467.0938,5034298.5,cluster4
5046,'P.D. only',375197.9375,5031214.5,cluster1
5047,'P.D. only',364270.2813,5027493.5,cluster3
5048,Injury,353021,5016269.5,cluster2
5049,'P.D. only',367233.7813,5030937.5,cluster1
5050,Injury,386378.9688,5040880,cluster4
5051,Injury,371755.5313,5030717.5,cluster1
5052,Injury,368202.7813,5032794,cluster1
5053,'P.D. only',354290.8438,5015123,cluster2
5054,Injury,364849.1875,5026815,cluster3
5055,'P.D. only',379858.0313,5036472,cluster4
5056,'P.D. only',366651.1875,5011539.5,cluster0
5057,'P.D. only',369825.2188,5032652,cluster1
5058,'P.D. only',371545.6875,5033820.5,cluster1
5059,'P.D. only',351268.8125,5018184.5,cluster2
5060,'P.D. only',380481.0938,5037336.5,cluster4
5061,'P.D. only',379861.6563,5036477.5,cluster4
5062,'P.D. only',367344.5313,5025675,cluster3
5063,'P.D. only',357952.6875,5007365.5,cluster0
5064,'P.D. only',370424.2188,5033268.5,cluster1
5065,Injury,354728.875,5019054,cluster2
5066,Injury,369338.0938,5022704.5,cluster3
5067,'P.D. only',367675,5031885,cluster1
5068,'P.D. only',347297.4375,5026059,cluster2
5069,'P.D. only',373362.9375,5029427.5,cluster1
5070,'P.D. only',334154.6875,5023937,cluster2
5071,'P.D. only',367915.8125,5030566,cluster1
5072,Injury,372093.7188,5032475.5,cluster1
5073,'P.D. only',368165.5938,5031208,cluster1
5074,'P.D. only',359183.7813,5019247.5,cluster3
5075,'P.D. only',383958.0625,5036167.5,cluster4
5076,Injury,369042.6875,5031074,cluster1
5077,'P.D. only',374701.5313,5033717,cluster1
5078,'P.D. only',383528.5,5037151.5,cluster4
5079,'P.D. only',354537.9063,5016252,cluster2
5080,Injury,382935.8438,5035693.5,cluster4
5081,'P.D. only',362286.2813,5024445,cluster3
5082,'P.D. only',372080.7188,5024149.5,cluster3
5083,Injury,367364,5030721,cluster1
5084,Injury,368295.2813,5032757,cluster1
5085,'P.D. only',364117.625,5021458.5,cluster3
5086,'P.D. only',368769.9063,5032574,cluster1
5087,'P.D. only',374895.9375,5000959.5,cluster0
5088,'P.D. only',352615.4688,5017628.5,cluster2
5089,'P.D. only',367191.375,5023742,cluster3
5090,'P.D. only',365874.625,5026730.5,cluster3
5091,'P.D. only',384823,5040817.5,cluster4
5092,'P.D. only',354381.7188,5016626.5,cluster2
5093,'P.D. only',372229.2813,5031933.5,cluster1
5094,'P.D. only',370421.8438,5026347,cluster1
5095,'P.D. only',363249.2813,5028306,cluster3
5096,'P.D. only',364329.4375,5013866,cluster0
5097,'P.D. only',363055.7813,5022732.5,cluster3
5098,'P.D. only',376279.8438,5031837.5,cluster1
5099,'P.D. only',358327.5938,5021229.5,cluster3
5100,'P.D. only',366982.8125,5031075.5,cluster1
5101,Injury,372098.2188,5032476,cluster1
5102,'P.D. only',369299.8125,5027021.5,cluster1
5103,Injury,363614.8438,5015230,cluster0
5104,Injury,364746.25,5025130,cluster3
5105,'P.D. only',324971.875,5024432.5,cluster2
5106,Injury,365588.875,5010927,cluster0
5107,'P.D. only',370466.7188,5033287,cluster1
5108,'P.D. only',354663.8125,5016053,cluster2
5109,'P.D. only',374509.5313,5033201.5,cluster1
5110,'P.D. only',372093.7188,5032476,cluster1
5111,'P.D. only',367456.9063,5021892.5,cluster3
5112,'P.D. only',368507.9063,5030646,cluster1
5113,'P.D. only',379535.7813,5021929,cluster3
5114,'P.D. only',364165.0313,5024771,cluster3
5115,'P.D. only',367450.4063,5029337.5,cluster1
5116,'P.D. only',344139.7813,5023548,cluster2
5117,Injury,350904.8438,5016046.5,cluster2
5118,Injury,364122.5313,5025143.5,cluster3
5119,'P.D. only',364121.6875,5014331.5,cluster0
5120,'P.D. only',372091,5032475.5,cluster1
5121,'P.D. only',368507.9063,5030646,cluster1
5122,'P.D. only',367560.125,5014651.5,cluster0
5123,'P.D. only',370162.2188,5030210,cluster1
5124,Injury,368160.6875,5032981,cluster1
5125,'P.D. only',367490.5938,5029240,cluster1
5126,'P.D. only',374507.7188,5033201.5,cluster1
5127,'P.D. only',364741.125,5026706.5,cluster3
5128,'P.D. only',365346.9063,5027998,cluster3
5129,'P.D. only',363081.5625,5016734.5,cluster0
5130,'P.D. only',392345.125,5033036.5,cluster4
5131,Injury,358997.0625,5023989.5,cluster3
5132,'P.D. only',363607.0625,5028539.5,cluster3
5133,'P.D. only',368175.8125,5026231,cluster3
5134,'P.D. only',371517.3125,5029188,cluster1
5135,Injury,366921.875,5030654,cluster1
5136,'P.D. only',375152.5938,5033117.5,cluster1
5137,'P.D. only',354533.2188,5018938.5,cluster2
5138,'P.D. only',387761.875,5021986.5,cluster4
5139,'P.D. only',352844.7813,5018503.5,cluster2
5140,Injury,373576.2813,5027858.5,cluster1
5141,'P.D. only',351278.7188,5018184,cluster2
5142,'P.D. only',367263.0313,5031042,cluster1
5143,'P.D. only',366742.875,5031116,cluster1
5144,'P.D. only',370830.375,4992064,cluster0
5145,'P.D. only',365155.4063,5025395,cluster3
5146,'P.D. only',363495.6875,5025388.5,cluster3
5147,Injury,366777.7188,5029525,cluster1
5148,'P.D. only',366684.3438,5029182,cluster1
5149,'P.D. only',371411.7813,5024204,cluster3
5150,'P.D. only',369391.6875,5033768.5,cluster1
5151,Injury,354339.25,4989359,cluster0
5152,'P.D. only',373207.0625,5029763.5,cluster1
5153,'P.D. only',363932.7813,5014784,cluster0
5154,Injury,349660.7188,5023622,cluster2
5155,'P.D. only',361446.5313,5026467,cluster3
5156,'P.D. only',363081.5625,5016735.5,cluster0
5157,'P.D. only',351607.5313,5022323.5,cluster2
5158,Injury,368959.5,5031676.5,cluster1
5159,Injury,369461.0313,5017936,cluster0
5160,Injury,380941.6563,5036252,cluster4
5161,Injury,381796.9375,5035079.5,cluster4
5162,'P.D. only',348932.2813,5014308,cluster2
5163,'P.D. only',366028.125,5022203,cluster3
5164,Injury,357773.0313,4981259.5,cluster0
5165,'P.D. only',366940,5031431,cluster1
5166,'P.D. only',368877.3438,5009891,cluster0
5167,'P.D. only',367565.6875,5031535.5,cluster1
5168,'P.D. only',369108.0625,5016255.5,cluster0
5169,Injury,371289.9375,5023863.5,cluster3
5170,'P.D. only',366660.9063,5029787,cluster1
5171,'P.D. only',365065,5017892.5,cluster3
5172,'P.D. only',371609.9375,5029192,cluster1
5173,'P.D. only',366882.0313,5001670.5,cluster0
5174,'P.D. only',368384.3125,5031781,cluster1
5175,'P.D. only',355823.3125,5016701,cluster2
5176,'P.D. only',364365,5024887,cluster3
5177,'P.D. only',367250.9063,5029798.5,cluster1
5178,'P.D. only',368039.4063,5021946.5,cluster3
5179,'P.D. only',361934.6875,5025830.5,cluster3
5180,Injury,370812.25,5025404,cluster3
5181,'P.D. only',369251.0938,4990247,cluster0
5182,Injury,362113.5938,5024870.5,cluster3
5183,'P.D. only',364287.7813,5014763.5,cluster0
5184,Injury,375696.8438,5020818,cluster3
5185,Injury,359313.3438,5023283,cluster3
5186,'P.D. only',367692.9063,5030917.5,cluster1
5187,'P.D. only',361020.7813,5021567.5,cluster3
5188,Injury,369065.7188,5001487,cluster0
5189,'P.D. only',363140.2813,5025982.5,cluster3
5190,'P.D. only',370260.0938,5032519.5,cluster1
5191,'P.D. only',360070.875,5024472.5,cluster3
5192,Injury,371016.8125,5033567.5,cluster1
5193,'P.D. only',365314.7813,5028366.5,cluster1
5194,Injury,367418.2813,5025728,cluster3
5195,'P.D. only',360074.4688,5024476,cluster3
5196,'P.D. only',366208.25,5021867.5,cluster3
5197,'P.D. only',367646.2188,5030629,cluster1
5198,'P.D. only',368721.2813,5009916.5,cluster0
5199,'P.D. only',355413.1875,5019465.5,cluster2
5200,'P.D. only',381697.4688,5032344.5,cluster4
5201,'P.D. only',379864.3438,5036471,cluster4
5202,'P.D. only',367909.5,5030189,cluster1
5203,Injury,378550.8438,5009555,cluster0
5204,'P.D. only',374836.6563,5028070,cluster1
5205,'P.D. only',373241.1563,5022664.5,cluster3
5206,'P.D. only',380692.4375,5036869.5,cluster4
5207,'P.D. only',375696.8438,5020815.5,cluster3
5208,'P.D. only',379764.2188,5032031,cluster4
5209,'P.D. only',392803.7188,5036613,cluster4
5210,Injury,366777.9063,5029050,cluster1
5211,'P.D. only',366932.8125,5031425,cluster1
5212,'P.D. only',391598.875,5028643,cluster4
5213,'P.D. only',382361,5018775.5,cluster0
5214,'P.D. only',368208.5,5032228,cluster1
5215,'P.D. only',373255.75,5029375.5,cluster1
5216,'P.D. only',376448,5031942.5,cluster1
5217,Injury,361578.1563,5021700.5,cluster3
5218,'P.D. only',368428.6875,5020392.5,cluster3
5219,'P.D. only',367112.9063,5025924.5,cluster3
5220,'P.D. only',373747,5027357,cluster1
5221,'P.D. only',379474.5938,5036888,cluster4
5222,'P.D. only',364707.7813,5026747,cluster3
5223,'P.D. only',359057.7813,5022749,cluster3
5224,'P.D. only',367284.6875,5030869,cluster1
5225,'P.D. only',359634.875,5023735,cluster3
5226,'P.D. only',386808.9688,5007608,cluster0
5227,'P.D. only',368697.9063,5009933.5,cluster0
5228,Injury,374188.7188,5033009.5,cluster1
5229,'P.D. only',369173.125,5000963.5,cluster0
5230,Injury,384733.0625,5036808.5,cluster4
5231,'P.D. only',374506.8125,5033203,cluster1
5232,'P.D. only',367401.5,5019167.5,cluster3
5233,'P.D. only',373003.2813,5023643.5,cluster3
5234,Injury,380061.0938,5038119,cluster4
5235,Injury,370345.0313,5025915,cluster3
5236,'P.D. only',365200,5022950.5,cluster3
5237,'P.D. only',370796.3125,5031402,cluster1
5238,'P.D. only',367104.5,5031156,cluster1
5239,'P.D. only',362982.9063,5027115.5,cluster3
5240,'P.D. only',365040.3125,5025399,cluster3
5241,'P.D. only',364383.5938,5026193,cluster3
5242,'P.D. only',351462.125,5020927,cluster2
5243,Injury,356105.6875,5016320.5,cluster2
5244,'P.D. only',373146.0313,5027610,cluster1
5245,'P.D. only',364106.8125,5027525,cluster3
5246,'P.D. only',362959.8125,5028105,cluster3
5247,'P.D. only',371314,5021653.5,cluster3
5248,'P.D. only',350904.0313,5022247.5,cluster2
5249,'P.D. only',367836.3438,5030241,cluster1
5250,'P.D. only',370515.4063,5026466,cluster1
5251,Injury,371171.2188,5026445,cluster1
5252,'P.D. only',373190.875,5029786.5,cluster1
5253,'P.D. only',372540.8125,5031691.5,cluster1
5254,'P.D. only',366551.2813,5025034.5,cluster3
5255,'P.D. only',361902.5,5025403.5,cluster3
5256,'P.D. only',365474.3438,5015864.5,cluster0
5257,'P.D. only',352204,5017243.5,cluster2
5258,'P.D. only',384008.3438,5032257.5,cluster4
5259,'P.D. only',371558.7188,5031321,cluster1
5260,'P.D. only',350542.0625,5019164,cluster2
5261,'P.D. only',375047.7188,5031126,cluster1
5262,'P.D. only',372909.7188,5029346,cluster1
5263,'P.D. only',367060,5027210,cluster3
5264,'P.D. only',365985.5938,5028618.5,cluster1
5265,'P.D. only',351268.8125,5018184,cluster2
5266,Injury,369711.375,5024995,cluster3
5267,'P.D. only',369995.1875,5011076,cluster0
5268,'P.D. only',363499.8125,5015771.5,cluster0
5269,'P.D. only',363116.6563,5016643.5,cluster0
5270,'P.D. only',368801.8125,5033232,cluster1
5271,'P.D. only',370257.0625,5026173,cluster1
5272,'P.D. only',368122.8125,5026629,cluster3
5273,'P.D. only',370006.4688,5025622,cluster3
5274,'P.D. only',380926.4063,5034567.5,cluster4
5275,'P.D. only',355621.7813,5009138.5,cluster0
5276,'P.D. only',392455.75,5042749,cluster4
5277,Injury,369305.9375,5025340.5,cluster3
5278,'P.D. only',382132.8125,5009172.5,cluster0
5279,'P.D. only',367921.6875,5032046,cluster1
5280,'P.D. only',371146.4375,5026979,cluster1
5281,'P.D. only',371419.0313,5026591,cluster1
5282,Injury,363607.9063,5023633,cluster3
5283,'P.D. only',376578.6875,5035238.5,cluster4
5284,'P.D. only',352562.8125,5020469.5,cluster2
5285,'P.D. only',371991.8125,5032460,cluster1
5286,Injury,371939.7188,5032847.5,cluster1
5287,'P.D. only',375092.6875,5031029,cluster1
5288,'P.D. only',365254.6875,5023268.5,cluster3
5289,'P.D. only',363668.875,5021247.5,cluster3
5290,Injury,375359.25,5031316.5,cluster1
5291,Injury,361806.2813,5020891,cluster3
5292,Injury,371301.4688,5021625,cluster3
5293,'P.D. only',397950.0938,5027169.5,cluster4
5294,'P.D. only',367884.3125,5032284.5,cluster1
5295,'P.D. only',368314.6875,5029603,cluster1
5296,'P.D. only',363284.25,5025929,cluster3
5297,'P.D. only',358137.9375,5007093,cluster0
5298,'P.D. only',365958.0625,5029714.5,cluster1
5299,'P.D. only',373913.875,5025050,cluster1
5300,'P.D. only',374849.375,5019847,cluster3
